Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,7204,0,30,98.1806440542722,20.552437999867834,7553.241970999807,59860.0,47.42689240958195,0.0,30,32,34,36,41,49,67,4200,7400,7600,7600
GET,/?p=1,3637,0,26,106.11903585043025,17.607848999432463,7433.5501779996775,31654.0,23.943865587680396,0.0,26,28,30,31,37,45,64,5100,7400,7400,7400
,Aggregated,10841,0,29,100.84386063601072,17.607848999432463,7553.241970999807,50397.29157826769,71.37075799726234,0.0,29,31,33,35,40,48,67,5000,7400,7500,7600
